date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2024-01-07,"Power Grid reports losses, boosting Energy sector.",Power Grid in the Energy sector has seen a rise of 1.53% due to supply chain disruptions. Market sentiment is Positive with Optimism prevailing.,Energy,Positive,Optimism,1.53,504.37
2025-08-14,Market sentiment shifts on infrastructure spending boost affecting Real Estate.,Sobha in the Real Estate sector has seen a rise of 0.34% due to currency fluctuations. Market sentiment is Neutral with Confidence prevailing.,Real Estate,Neutral,Confidence,0.34,181.1
2025-05-01,Weakness in Technology drags market down amid new product launches.,Persistent Systems in the Technology sector has seen a fall of -6.64% due to new product launches. Market sentiment is Negative with Optimism prevailing.,Technology,Negative,Optimism,-6.64,747.05
2024-02-26,Infrastructure stocks face pressure due to infrastructure spending boost.,Larsen & Toubro in the Infrastructure sector has seen a rise of 5.25% due to infrastructure spending boost. Market sentiment is Positive with Fear prevailing.,Infrastructure,Positive,Fear,5.25,863.18
2025-02-20,Pharma sector performance mixed following inflation concerns.,Cipla in the Pharma sector has seen a fall of -0.13% due to consumer demand recovery. Market sentiment is Neutral with Caution prevailing.,Pharma,Neutral,Caution,-0.13,9.88
2024-10-18,Strong Telecom earnings drive market fall.,Bharti Airtel in the Telecom sector has seen a fall of -0.64% due to global market trends. Market sentiment is Negative with Uncertainty prevailing.,Telecom,Negative,Uncertainty,-0.64,994.96
2025-05-02,"Global trends influence FMCG sector, stocks fall.",Marico in the FMCG sector has seen a fall of -0.18% due to sector-specific regulations. Market sentiment is Neutral with Confidence prevailing.,FMCG,Neutral,Confidence,-0.18,984.24
2024-08-09,Surge in Metals stocks led by Tata Steel amid currency fluctuations.,Tata Steel in the Metals sector has seen a rise of 0.55% due to currency fluctuations. Market sentiment is Neutral with Uncertainty prevailing.,Metals,Neutral,Uncertainty,0.55,813.43
2024-12-26,FMCG stocks rise following currency fluctuations.,Page Industries in the FMCG sector has seen a rise of 4.09% due to inflation concerns. Market sentiment is Positive with Caution prevailing.,FMCG,Positive,Caution,4.09,867.73
2024-12-11,Energy outlook positive on currency depreciation.,ONGC in the Energy sector has seen a rise of 4.32% due to currency depreciation. Market sentiment is Positive with Confidence prevailing.,Energy,Positive,Confidence,4.32,131.92
2024-08-20,Glenmark leads Pharma gains after merger and acquisition rumors.,Glenmark in the Pharma sector has seen a fall of -0.64% due to rising raw material costs. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-0.64,443.4
2024-10-07,"Investors await rising crude oil prices, Pharma stocks volatile.",Alkem Labs in the Pharma sector has seen a rise of 0.68% due to merger and acquisition rumors. Market sentiment is Neutral with Confidence prevailing.,Pharma,Neutral,Confidence,0.68,67.68
2025-02-13,Strong demand boosts Energy sector and Reliance shares.,Reliance in the Energy sector has seen a rise of 0.99% due to better-than-expected quarterly results. Market sentiment is Neutral with Uncertainty prevailing.,Energy,Neutral,Uncertainty,0.99,362.71
2024-06-04,Axis Bank stock fall after management change.,Axis Bank in the Banking sector has seen a fall of -1.54% due to tax reforms. Market sentiment is Mixed with Fear prevailing.,Banking,Mixed,Fear,-1.54,829.96
2024-04-02,"Hindalco reports record profits, boosting Metals sector.",Hindalco in the Metals sector has seen a fall of -4.19% due to consumer demand recovery. Market sentiment is Negative with Confidence prevailing.,Metals,Negative,Confidence,-4.19,195.56
2024-07-24,Pharma outlook positive on currency depreciation.,Cadila Healthcare in the Pharma sector has seen a rise of 1.26% due to currency depreciation. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,1.26,279.27
2025-01-20,Market sentiment shifts on geopolitical tensions affecting Infrastructure.,NCC in the Infrastructure sector has seen a fall of -2.45% due to regulatory changes. Market sentiment is Mixed with Uncertainty prevailing.,Infrastructure,Mixed,Uncertainty,-2.45,462.94
2024-02-19,Surge in Real Estate stocks led by Phoenix Mills amid tax reforms.,Phoenix Mills in the Real Estate sector has seen a fall of -0.9% due to tax reforms. Market sentiment is Neutral with Confidence prevailing.,Real Estate,Neutral,Confidence,-0.9,313.95
2024-12-28,Strong Telecom earnings drive market fall.,Vodafone Idea in the Telecom sector has seen a fall of -5.88% due to currency depreciation. Market sentiment is Negative with Caution prevailing.,Telecom,Negative,Caution,-5.88,51.43
2024-02-04,Real Estate sector performance mixed following strong export data.,DLF in the Real Estate sector has seen a rise of 0.38% due to monsoon impact on agriculture. Market sentiment is Neutral with Fear prevailing.,Real Estate,Neutral,Fear,0.38,330.12
2024-11-25,"Global trends influence Banking sector, stocks rise.",HDFC Bank in the Banking sector has seen a rise of 2.36% due to rising crude oil prices. Market sentiment is Positive with Uncertainty prevailing.,Banking,Positive,Uncertainty,2.36,232.01
2024-11-06,Market sentiment shifts on supply chain disruptions affecting Infrastructure.,Adani Ports in the Infrastructure sector has seen a fall of -4.72% due to strong export data. Market sentiment is Negative with Caution prevailing.,Infrastructure,Negative,Caution,-4.72,279.36
2024-12-28,Concerns over supply chain disruptions cause Metals slump.,JSW Steel in the Metals sector has seen a fall of -5.93% due to supply chain disruptions. Market sentiment is Negative with Confidence prevailing.,Metals,Negative,Confidence,-5.93,489.03
2025-07-15,Positive cues from Infrastructure sector as Simplex Infrastructures rise.,Simplex Infrastructures in the Infrastructure sector has seen a rise of 0.51% due to rising crude oil prices. Market sentiment is Neutral with Caution prevailing.,Infrastructure,Neutral,Caution,0.51,99.05
2025-05-16,"Coforge plans merger, causing Technology rally.",Coforge in the Technology sector has seen a fall of -1.69% due to merger and acquisition rumors. Market sentiment is Mixed with Optimism prevailing.,Technology,Mixed,Optimism,-1.69,870.72
2024-11-03,"Investors await tax reforms, Infrastructure stocks volatile.",Larsen & Toubro in the Infrastructure sector has seen a rise of 1.21% due to currency fluctuations. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,1.21,989.51
2024-11-01,"Alkem Labs eyes expansion, Pharma stocks rise.",Alkem Labs in the Pharma sector has seen a rise of 1.65% due to merger and acquisition rumors. Market sentiment is Positive with Confidence prevailing.,Pharma,Positive,Confidence,1.65,78.2
2024-01-14,"Bank of Baroda reports negative outlook, boosting Banking sector.",Bank of Baroda in the Banking sector has seen a fall of -0.73% due to strong export data. Market sentiment is Neutral with Confidence prevailing.,Banking,Neutral,Confidence,-0.73,808.89
2025-05-23,"Sun Pharma reports mixed results, boosting Pharma sector.",Sun Pharma in the Pharma sector has seen a rise of 0.53% due to sector-specific regulations. Market sentiment is Neutral with Optimism prevailing.,Pharma,Neutral,Optimism,0.53,641.12
2024-11-21,Shares of Oberoi Realty in Real Estate sector rise amid currency depreciation.,Oberoi Realty in the Real Estate sector has seen a rise of 6.25% due to currency depreciation. Market sentiment is Positive with Caution prevailing.,Real Estate,Positive,Caution,6.25,267.01
2024-08-26,Metals companies see fall after inflation concerns.,JSW Steel in the Metals sector has seen a fall of -0.94% due to currency fluctuations. Market sentiment is Negative with Fear prevailing.,Metals,Negative,Fear,-0.94,52.83
2024-10-10,"Investors await rising crude oil prices, Telecom stocks volatile.",Jio in the Telecom sector has seen a fall of -0.5% due to rising crude oil prices. Market sentiment is Mixed with Confidence prevailing.,Telecom,Mixed,Confidence,-0.5,222.34
2024-06-30,Infrastructure sector performance mixed following merger and acquisition rumors.,Larsen & Toubro in the Infrastructure sector has seen a fall of -3.58% due to tax reforms. Market sentiment is Negative with Fear prevailing.,Infrastructure,Negative,Fear,-3.58,520.93
2025-04-04,Strong demand boosts Automobile sector and Bajaj Auto shares.,Bajaj Auto in the Automobile sector has seen a fall of -5.58% due to currency depreciation. Market sentiment is Negative with Fear prevailing.,Automobile,Negative,Fear,-5.58,465.83
2024-08-04,"Hero MotoCorp faces challenges amid consumer demand recovery, shares rise.",Hero MotoCorp in the Automobile sector has seen a rise of 2.93% due to consumer demand recovery. Market sentiment is Positive with Caution prevailing.,Automobile,Positive,Caution,2.93,814.07
2025-08-21,Mixed results from Real Estate sector after better-than-expected quarterly results.,DLF in the Real Estate sector has seen a rise of 4.07% due to infrastructure spending boost. Market sentiment is Positive with Confidence prevailing.,Real Estate,Positive,Confidence,4.07,681.1
2024-05-07,"ONGC plans merger, causing Energy rally.",ONGC in the Energy sector has seen a fall of -0.69% due to inflation concerns. Market sentiment is Negative with Confidence prevailing.,Energy,Negative,Confidence,-0.69,920.3
2024-11-08,"TVS Motors reports negative outlook, boosting Automobile sector.",TVS Motors in the Automobile sector has seen a fall of -0.6% due to inflation concerns. Market sentiment is Neutral with Optimism prevailing.,Automobile,Neutral,Optimism,-0.6,732.87
2024-09-13,"Wipro faces challenges amid new product launches, shares fall.",Wipro in the Technology sector has seen a fall of -2.49% due to new product launches. Market sentiment is Negative with Optimism prevailing.,Technology,Negative,Optimism,-2.49,485.92
2025-01-20,"Global trends influence Banking sector, stocks fall.",SBI in the Banking sector has seen a fall of -0.61% due to currency fluctuations. Market sentiment is Negative with Optimism prevailing.,Banking,Negative,Optimism,-0.61,464.53
2025-05-02,Weakness in FMCG drags market down amid rising raw material costs.,Britannia in the FMCG sector has seen a fall of -0.04% due to rising raw material costs. Market sentiment is Mixed with Confidence prevailing.,FMCG,Mixed,Confidence,-0.04,157.18
2025-05-09,Pharma outlook positive on government policy reforms.,Glenmark in the Pharma sector has seen a fall of -6.84% due to government policy reforms. Market sentiment is Negative with Caution prevailing.,Pharma,Negative,Caution,-6.84,912.19
2024-01-30,FMCG stocks rise following rising raw material costs.,Dabur in the FMCG sector has seen a rise of 0.87% due to merger and acquisition rumors. Market sentiment is Neutral with Uncertainty prevailing.,FMCG,Neutral,Uncertainty,0.87,729.93
2025-06-22,Positive cues from Telecom sector as Jio fall.,Jio in the Telecom sector has seen a fall of -5.0% due to sector-specific regulations. Market sentiment is Negative with Optimism prevailing.,Telecom,Negative,Optimism,-5.0,318.92
2024-10-23,Automobile outlook positive on inflation concerns.,Bosch in the Automobile sector has seen a fall of -2.04% due to inflation concerns. Market sentiment is Negative with Optimism prevailing.,Automobile,Negative,Optimism,-2.04,985.63
2025-04-15,Earnings beat lifts Bank of Baroda and Banking sector.,Bank of Baroda in the Banking sector has seen a fall of -0.59% due to inflation concerns. Market sentiment is Negative with Optimism prevailing.,Banking,Negative,Optimism,-0.59,458.54
2025-01-10,Automobile outlook positive on government policy reforms.,Eicher Motors in the Automobile sector has seen a fall of -0.38% due to government policy reforms. Market sentiment is Neutral with Caution prevailing.,Automobile,Neutral,Caution,-0.38,942.5
2024-05-30,Technology stocks face pressure due to global market trends.,Persistent Systems in the Technology sector has seen a rise of 4.33% due to global market trends. Market sentiment is Positive with Confidence prevailing.,Technology,Positive,Confidence,4.33,635.09
2025-08-22,"Vodafone Idea plans merger, causing Telecom rally.",Vodafone Idea in the Telecom sector has seen a rise of 4.9% due to inflation concerns. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,4.9,21.52
